School_ID,School_Name,Subgroup_Name,No_in_Class,No_Graduated,Percent_Graduated
10737,Ombudsman - Charter West,All,50,0,0
10737,Ombudsman - Charter West,Black/African American,0,0,0
10737,Ombudsman - Charter West,English Learners,0,0,0
10737,Ombudsman - Charter West,ELFEP14,0,0,0
10737,Ombudsman - Charter West,Female,22,0,0
10737,Ombudsman - Charter West,Foster Care,0,0,0
10737,Ombudsman - Charter West,Hispanic or Latino,22,0,0
10737,Ombudsman - Charter West,Homeless,0,0,0
10737,Ombudsman - Charter West,Income Eligibility 1 & 2,38,0,0
10737,Ombudsman - Charter West,Male,28,0,0
10737,Ombudsman - Charter West,Military,0,0,0
10737,Ombudsman - Charter West,Native Hawaiian or Pacific Islander,0,0,0
10737,Ombudsman - Charter West,Special Education,0,0,0
10737,Ombudsman - Charter West,White,18,0,0
78814,Ombudsman - Charter Metro,All,104,13,12.5
78814,Ombudsman - Charter Metro,American Indian or Alaska Native,0,0,0
78814,Ombudsman - Charter Metro,Asian,0,0,0
78814,Ombudsman - Charter Metro,Black/African American,25,0,0
78814,Ombudsman - Charter Metro,English Learners,0,0,0
78814,Ombudsman - Charter Metro,ELFEP14,0,0,0
78814,Ombudsman - Charter Metro,Female,48,0,0
78814,Ombudsman - Charter Metro,Foster Care,0,0,0
78814,Ombudsman - Charter Metro,Hispanic or Latino,59,0,0
78814,Ombudsman - Charter Metro,Homeless,0,0,0
78814,Ombudsman - Charter Metro,Income Eligibility 1 & 2,99,12,12.1
78814,Ombudsman - Charter Metro,Male,56,0,0
78814,Ombudsman - Charter Metro,Military,0,0,0
78814,Ombudsman - Charter Metro,Multiple Races,0,0,0
78814,Ombudsman - Charter Metro,Special Education,0,0,0
78814,Ombudsman - Charter Metro,White,13,0,0
79174,Ombudsman - Charter Northeast,All,43,0,0
79174,Ombudsman - Charter Northeast,American Indian or Alaska Native,0,0,0
79174,Ombudsman - Charter Northeast,Black/African American,0,0,0
79174,Ombudsman - Charter Northeast,English Learners,0,0,0
79174,Ombudsman - Charter Northeast,ELFEP14,0,0,0
79174,Ombudsman - Charter Northeast,Female,22,0,0
79174,Ombudsman - Charter Northeast,Foster Care,0,0,0
79174,Ombudsman - Charter Northeast,Hispanic or Latino,24,0,0
79174,Ombudsman - Charter Northeast,Homeless,0,0,0
79174,Ombudsman - Charter Northeast,Income Eligibility 1 & 2,35,0,0
79174,Ombudsman - Charter Northeast,Male,21,0,0
79174,Ombudsman - Charter Northeast,Special Education,0,0,0
79174,Ombudsman - Charter Northeast,White,0,0,0
80026,Ombudsman - Charter Northwest,All,77,19,24.7
80026,Ombudsman - Charter Northwest,American Indian or Alaska Native,0,0,0
80026,Ombudsman - Charter Northwest,Asian,0,0,0
80026,Ombudsman - Charter Northwest,Black/African American,0,0,0
80026,Ombudsman - Charter Northwest,English Learners,0,0,0
80026,Ombudsman - Charter Northwest,ELFEP14,0,0,0
80026,Ombudsman - Charter Northwest,Female,38,0,39.5
80026,Ombudsman - Charter Northwest,Foster Care,0,0,0
80026,Ombudsman - Charter Northwest,Hispanic or Latino,44,0,0
80026,Ombudsman - Charter Northwest,Homeless,0,0,0
80026,Ombudsman - Charter Northwest,Income Eligibility 1 & 2,68,18,26.5
80026,Ombudsman - Charter Northwest,Male,39,0,0
80026,Ombudsman - Charter Northwest,Military,0,0,0
80026,Ombudsman - Charter Northwest,Multiple Races,0,0,0
80026,Ombudsman - Charter Northwest,Native Hawaiian or Pacific Islander,0,0,0
80026,Ombudsman - Charter Northwest,Special Education,0,0,0
80026,Ombudsman - Charter Northwest,White,18,0,0
89440,Ombudsman - Charter East II,All,42,0,0
89440,Ombudsman - Charter East II,American Indian or Alaska Native,0,0,0
89440,Ombudsman - Charter East II,Black/African American,0,0,0
89440,Ombudsman - Charter East II,English Learners,0,0,0
89440,Ombudsman - Charter East II,ELFEP14,0,0,0
89440,Ombudsman - Charter East II,Female,20,0,0
89440,Ombudsman - Charter East II,Hispanic or Latino,27,0,0
89440,Ombudsman - Charter East II,Income Eligibility 1 & 2,41,0,0
89440,Ombudsman - Charter East II,Male,22,0,0
89440,Ombudsman - Charter East II,Military,0,0,0
89440,Ombudsman - Charter East II,Native Hawaiian or Pacific Islander,0,0,0
89440,Ombudsman - Charter East II,Special Education,0,0,0
89440,Ombudsman - Charter East II,White,0,0,0
89827,Ombudsman - Charter Valencia,All,132,16,12.1
89827,Ombudsman - Charter Valencia,American Indian or Alaska Native,41,0,0
89827,Ombudsman - Charter Valencia,Black/African American,0,0,0
89827,Ombudsman - Charter Valencia,English Learners,12,0,0
89827,Ombudsman - Charter Valencia,ELFEP14,14,0,0
89827,Ombudsman - Charter Valencia,Female,62,0,0
89827,Ombudsman - Charter Valencia,Hispanic or Latino,79,0,0
89827,Ombudsman - Charter Valencia,Homeless,0,0,0
89827,Ombudsman - Charter Valencia,Income Eligibility 1 & 2,116,14,12.1
89827,Ombudsman - Charter Valencia,Male,70,0,0
89827,Ombudsman - Charter Valencia,Military,0,0,0
89827,Ombudsman - Charter Valencia,Multiple Races,0,0,0
89827,Ombudsman - Charter Valencia,Special Education,17,0,0
89827,Ombudsman - Charter Valencia,White,0,0,0
1001731,Ombudsman Online Academy,All,118,17,14.4
1001731,Ombudsman Online Academy,American Indian or Alaska Native,0,0,0
1001731,Ombudsman Online Academy,Black/African American,22,0,0
1001731,Ombudsman Online Academy,English Learners,0,0,0
1001731,Ombudsman Online Academy,ELFEP14,0,0,0
1001731,Ombudsman Online Academy,Female,63,0,17.5
1001731,Ombudsman Online Academy,Foster Care,0,0,0
1001731,Ombudsman Online Academy,Hispanic or Latino,58,0,0
1001731,Ombudsman Online Academy,Homeless,0,0,0
1001731,Ombudsman Online Academy,Income Eligibility 1 & 2,96,13,13.5
1001731,Ombudsman Online Academy,Male,55,0,0
1001731,Ombudsman Online Academy,Military,0,0,0
1001731,Ombudsman Online Academy,Special Education,0,0,0
1001731,Ombudsman Online Academy,White,25,0,0
5500,Sequoia Choice School Arizona Distance Learning School,All,272,81,29.8
5500,Sequoia Choice School Arizona Distance Learning School,American Indian or Alaska Native,21,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Asian,0,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Black/African American,20,0,0
5500,Sequoia Choice School Arizona Distance Learning School,English Learners,23,0,0
5500,Sequoia Choice School Arizona Distance Learning School,ELFEP14,23,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Female,134,44,32.8
5500,Sequoia Choice School Arizona Distance Learning School,Foster Care,0,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Hispanic or Latino,86,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Homeless,17,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Income Eligibility 1 & 2,77,15,19.5
5500,Sequoia Choice School Arizona Distance Learning School,Male,138,37,26.8
5500,Sequoia Choice School Arizona Distance Learning School,Military,0,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Multiple Races,12,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Native Hawaiian or Pacific Islander,0,0,0
5500,Sequoia Choice School Arizona Distance Learning School,Special Education,17,0,0
5500,Sequoia Choice School Arizona Distance Learning School,White,126,58,46
90322,Sequoia Pathfinder Academy at Verrado Way and I-10,All,0,0,0
90322,Sequoia Pathfinder Academy at Verrado Way and I-10,Hispanic or Latino,0,0,0
90322,Sequoia Pathfinder Academy at Verrado Way and I-10,Income Eligibility 1 & 2,0,0,0
90322,Sequoia Pathfinder Academy at Verrado Way and I-10,Male,0,0,0
90322,Sequoia Pathfinder Academy at Verrado Way and I-10,Special Education,0,0,0
6344,AAEC - Paradise Valley,All,65,0,0
6344,AAEC - Paradise Valley,Asian,0,0,0
6344,AAEC - Paradise Valley,Black/African American,0,0,0
6344,AAEC - Paradise Valley,Female,42,0,0
6344,AAEC - Paradise Valley,Hispanic or Latino,15,0,0
6344,AAEC - Paradise Valley,Income Eligibility 1 & 2,0,0,0
6344,AAEC - Paradise Valley,Male,23,0,0
6344,AAEC - Paradise Valley,Multiple Races,0,0,0
6344,AAEC - Paradise Valley,Special Education,0,0,0
6344,AAEC - Paradise Valley,White,42,0,0
5504,Genesis Academy,All,26,0,0
5504,Genesis Academy,Black/African American,0,0,0
5504,Genesis Academy,English Learners,0,0,0
5504,Genesis Academy,ELFEP14,0,0,0
5504,Genesis Academy,Female,15,0,0
5504,Genesis Academy,Hispanic or Latino,18,0,0
5504,Genesis Academy,Income Eligibility 1 & 2,0,0,0
5504,Genesis Academy,Male,11,0,0
5504,Genesis Academy,Multiple Races,0,0,0
5504,Genesis Academy,Special Education,0,0,0
5504,Genesis Academy,White,0,0,0
88232,International Commerce High School - Phoenix,All,123,67,54.5
88232,International Commerce High School - Phoenix,American Indian or Alaska Native,0,0,0
88232,International Commerce High School - Phoenix,Black/African American,12,0,0
88232,International Commerce High School - Phoenix,English Learners,0,0,0
88232,International Commerce High School - Phoenix,ELFEP14,0,0,0
88232,International Commerce High School - Phoenix,Female,52,36,69.2
88232,International Commerce High School - Phoenix,Foster Care,0,0,0
88232,International Commerce High School - Phoenix,Hispanic or Latino,91,51,56
88232,International Commerce High School - Phoenix,Homeless,0,0,0
88232,International Commerce High School - Phoenix,Male,71,31,43.7
88232,International Commerce High School - Phoenix,Multiple Races,0,0,0
88232,International Commerce High School - Phoenix,Special Education,0,0,0
88232,International Commerce High School - Phoenix,White,0,0,0
5507,NFL YET College Prep Academy,All,64,0,0
5507,NFL YET College Prep Academy,Asian,0,0,0
5507,NFL YET College Prep Academy,Black/African American,0,0,0
5507,NFL YET College Prep Academy,English Learners,0,0,0
5507,NFL YET College Prep Academy,ELFEP14,14,0,0
5507,NFL YET College Prep Academy,Female,25,0,0
5507,NFL YET College Prep Academy,Foster Care,0,0,0
5507,NFL YET College Prep Academy,Hispanic or Latino,57,0,0
5507,NFL YET College Prep Academy,Homeless,0,0,0
5507,NFL YET College Prep Academy,Income Eligibility 1 & 2,51,0,0
5507,NFL YET College Prep Academy,Male,39,0,0
5507,NFL YET College Prep Academy,Special Education,0,0,0
5507,NFL YET College Prep Academy,White,0,0,0
5509,Heritage Academy,All,109,0,0
5509,Heritage Academy,American Indian or Alaska Native,0,0,0
5509,Heritage Academy,Asian,0,0,0
5509,Heritage Academy,Female,59,0,0
5509,Heritage Academy,Hispanic or Latino,21,0,0
5509,Heritage Academy,Male,50,0,0
5509,Heritage Academy,Multiple Races,0,0,0
5509,Heritage Academy,Special Education,0,0,0
5509,Heritage Academy,White,82,0,0
1000169,Heritage Academy Maricopa,All,68,0,0
1000169,Heritage Academy Maricopa,American Indian or Alaska Native,0,0,0
1000169,Heritage Academy Maricopa,Asian,0,0,0
1000169,Heritage Academy Maricopa,Black/African American,0,0,0
1000169,Heritage Academy Maricopa,Female,44,0,0
1000169,Heritage Academy Maricopa,Hispanic or Latino,24,0,0
1000169,Heritage Academy Maricopa,Male,24,0,0
1000169,Heritage Academy Maricopa,Military,0,0,0
1000169,Heritage Academy Maricopa,Multiple Races,0,0,0
1000169,Heritage Academy Maricopa,Native Hawaiian or Pacific Islander,0,0,0
1000169,Heritage Academy Maricopa,Special Education,0,0,0
1000169,Heritage Academy Maricopa,White,35,0,0
79042,International Commerce High School - Tempe,All,177,115,65
79042,International Commerce High School - Tempe,American Indian or Alaska Native,13,0,0
79042,International Commerce High School - Tempe,Black/African American,20,0,0
79042,International Commerce High School - Tempe,English Learners,0,0,0
79042,International Commerce High School - Tempe,ELFEP14,0,0,0
79042,International Commerce High School - Tempe,Female,81,60,74.1
79042,International Commerce High School - Tempe,Foster Care,0,0,0
79042,International Commerce High School - Tempe,Hispanic or Latino,86,63,73.3
79042,International Commerce High School - Tempe,Homeless,0,0,0
79042,International Commerce High School - Tempe,Male,96,55,57.3
79042,International Commerce High School - Tempe,Military,0,0,0
79042,International Commerce High School - Tempe,Multiple Races,0,0,0
79042,International Commerce High School - Tempe,Native Hawaiian or Pacific Islander,0,0,0
79042,International Commerce High School - Tempe,Special Education,0,0,0
79042,International Commerce High School - Tempe,White,29,18,62.1
81181,Humanities and Sciences Academy Arizona,All,0,0,0
81181,Humanities and Sciences Academy Arizona,Hispanic or Latino,0,0,0
81181,Humanities and Sciences Academy Arizona,Male,0,0,0
1001879,International Commerce High School MCG,All,15,0,0
1001879,International Commerce High School MCG,Black/African American,0,0,0
1001879,International Commerce High School MCG,ELFEP14,0,0,0
1001879,International Commerce High School MCG,Female,0,0,0
1001879,International Commerce High School MCG,Hispanic or Latino,0,0,0
1001879,International Commerce High School MCG,Male,0,0,0
1001879,International Commerce High School MCG,White,0,0,0
78899,Kaizen Education Foundation dba El Dorado High School,All,67,30,44.8
78899,Kaizen Education Foundation dba El Dorado High School,American Indian or Alaska Native,0,0,0
78899,Kaizen Education Foundation dba El Dorado High School,Black/African American,12,0,0
78899,Kaizen Education Foundation dba El Dorado High School,Female,30,16,53.3
78899,Kaizen Education Foundation dba El Dorado High School,Foster Care,0,0,0
78899,Kaizen Education Foundation dba El Dorado High School,Hispanic or Latino,33,13,39.4
78899,Kaizen Education Foundation dba El Dorado High School,Homeless,0,0,0
78899,Kaizen Education Foundation dba El Dorado High School,Income Eligibility 1 & 2,28,17,60.7
78899,Kaizen Education Foundation dba El Dorado High School,Male,37,14,37.8
78899,Kaizen Education Foundation dba El Dorado High School,Military,0,0,0
78899,Kaizen Education Foundation dba El Dorado High School,Multiple Races,0,0,0
78899,Kaizen Education Foundation dba El Dorado High School,Special Education,0,0,0
78899,Kaizen Education Foundation dba El Dorado High School,White,17,0,0
92246,Glenview College Preparatory High School,All,94,0,0
92246,Glenview College Preparatory High School,American Indian or Alaska Native,0,0,0
92246,Glenview College Preparatory High School,Asian,0,0,0
92246,Glenview College Preparatory High School,Black/African American,0,0,0
92246,Glenview College Preparatory High School,English Learners,0,0,0
92246,Glenview College Preparatory High School,ELFEP14,0,0,0
92246,Glenview College Preparatory High School,Female,54,0,0
92246,Glenview College Preparatory High School,Hispanic or Latino,79,0,0
92246,Glenview College Preparatory High School,Homeless,0,0,0
92246,Glenview College Preparatory High School,Income Eligibility 1 & 2,77,0,0
92246,Glenview College Preparatory High School,Male,40,0,0
92246,Glenview College Preparatory High School,Multiple Races,0,0,0
92246,Glenview College Preparatory High School,Native Hawaiian or Pacific Islander,0,0,0
92246,Glenview College Preparatory High School,Special Education,0,0,0
92246,Glenview College Preparatory High School,White,0,0,0
5519,Arizona School For The Arts,All,73,0,0
5519,Arizona School For The Arts,American Indian or Alaska Native,0,0,0
5519,Arizona School For The Arts,Asian,0,0,0
5519,Arizona School For The Arts,Black/African American,0,0,0
5519,Arizona School For The Arts,Female,53,0,0
5519,Arizona School For The Arts,Hispanic or Latino,26,0,0
5519,Arizona School For The Arts,Income Eligibility 1 & 2,0,0,0
5519,Arizona School For The Arts,Male,20,0,0
5519,Arizona School For The Arts,Multiple Races,0,0,0
5519,Arizona School For The Arts,Special Education,0,0,0
5519,Arizona School For The Arts,White,33,0,0
5520,City View High School ,All,25,0,0
5520,City View High School ,American Indian or Alaska Native,0,0,0
5520,City View High School ,Black/African American,0,0,0
5520,City View High School ,Female,14,0,0
5520,City View High School ,Hispanic or Latino,17,0,0
5520,City View High School ,Income Eligibility 1 & 2,20,0,0
5520,City View High School ,Male,11,0,0
5520,City View High School ,Special Education,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",All,233,215,92.3
90769,"American Leadership Academy, Queen Creek K-12",American Indian or Alaska Native,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Asian,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Black/African American,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Female,100,0,0
90769,"American Leadership Academy, Queen Creek K-12",Foster Care,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Hispanic or Latino,30,0,0
90769,"American Leadership Academy, Queen Creek K-12",Homeless,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Income Eligibility 1 & 2,33,0,0
90769,"American Leadership Academy, Queen Creek K-12",Male,133,0,0
90769,"American Leadership Academy, Queen Creek K-12",Military,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Multiple Races,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Native Hawaiian or Pacific Islander,0,0,0
90769,"American Leadership Academy, Queen Creek K-12",Special Education,15,0,0
90769,"American Leadership Academy, Queen Creek K-12",White,173,0,0
92348,"American Leadership Academy, Anthem K-6",All,17,0,0
92348,"American Leadership Academy, Anthem K-6",Asian,0,0,0
92348,"American Leadership Academy, Anthem K-6",Black/African American,0,0,0
92348,"American Leadership Academy, Anthem K-6",Female,0,0,0
92348,"American Leadership Academy, Anthem K-6",Hispanic or Latino,0,0,0
92348,"American Leadership Academy, Anthem K-6",Income Eligibility 1 & 2,0,0,0
92348,"American Leadership Academy, Anthem K-6",Male,0,0,0
92348,"American Leadership Academy, Anthem K-6",Multiple Races,0,0,0
92348,"American Leadership Academy, Anthem K-6",Special Education,0,0,0
92348,"American Leadership Academy, Anthem K-6",White,0,0,0
92885,"American Leadership Academy, Ironwood K12",All,206,194,94.2
92885,"American Leadership Academy, Ironwood K12",American Indian or Alaska Native,0,0,0
92885,"American Leadership Academy, Ironwood K12",Asian,0,0,0
92885,"American Leadership Academy, Ironwood K12",Black/African American,12,0,0
92885,"American Leadership Academy, Ironwood K12",English Learners,0,0,0
92885,"American Leadership Academy, Ironwood K12",ELFEP14,0,0,0
92885,"American Leadership Academy, Ironwood K12",Female,101,0,0
92885,"American Leadership Academy, Ironwood K12",Foster Care,0,0,0
92885,"American Leadership Academy, Ironwood K12",Hispanic or Latino,53,0,0
92885,"American Leadership Academy, Ironwood K12",Homeless,0,0,0
92885,"American Leadership Academy, Ironwood K12",Income Eligibility 1 & 2,81,0,0
92885,"American Leadership Academy, Ironwood K12",Male,105,0,0
92885,"American Leadership Academy, Ironwood K12",Military,0,0,0
92885,"American Leadership Academy, Ironwood K12",Multiple Races,0,0,0
92885,"American Leadership Academy, Ironwood K12",Native Hawaiian or Pacific Islander,0,0,0
92885,"American Leadership Academy, Ironwood K12",Special Education,27,0,0
92885,"American Leadership Academy, Ironwood K12",White,120,0,0
509281,"American Leadership Academy, Gilbert North K-12",All,242,223,92.1
509281,"American Leadership Academy, Gilbert North K-12",American Indian or Alaska Native,0,0,0
509281,"American Leadership Academy, Gilbert North K-12",Black/African American,0,0,0
509281,"American Leadership Academy, Gilbert North K-12",Female,109,0,0
509281,"American Leadership Academy, Gilbert North K-12",Hispanic or Latino,35,0,0
509281,"American Leadership Academy, Gilbert North K-12",Homeless,0,0,0
509281,"American Leadership Academy, Gilbert North K-12",Income Eligibility 1 & 2,43,0,0
509281,"American Leadership Academy, Gilbert North K-12",Male,133,0,91
509281,"American Leadership Academy, Gilbert North K-12",Military,0,0,0
509281,"American Leadership Academy, Gilbert North K-12",Multiple Races,0,0,0
509281,"American Leadership Academy, Gilbert North K-12",Special Education,19,0,0
509281,"American Leadership Academy, Gilbert North K-12",White,180,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,All,289,249,86.2
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,American Indian or Alaska Native,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Asian,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Black/African American,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,English Learners,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,ELFEP14,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Female,129,110,85.3
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Foster Care,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Hispanic or Latino,66,47,71.2
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Income Eligibility 1 & 2,36,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Male,160,139,86.9
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Military,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Multiple Races,12,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Native Hawaiian or Pacific Islander,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Special Education,0,0,0
1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,White,193,176,91.2
1001509,"American Leadership Academy, West Foothills K-12",All,32,0,0
1001509,"American Leadership Academy, West Foothills K-12",Black/African American,0,0,0
1001509,"American Leadership Academy, West Foothills K-12",Female,13,0,0
1001509,"American Leadership Academy, West Foothills K-12",Hispanic or Latino,0,0,0
1001509,"American Leadership Academy, West Foothills K-12",Income Eligibility 1 & 2,0,0,0
1001509,"American Leadership Academy, West Foothills K-12",Male,19,0,0
1001509,"American Leadership Academy, West Foothills K-12",Multiple Races,0,0,0
1001509,"American Leadership Academy, West Foothills K-12",Native Hawaiian or Pacific Islander,0,0,0
1001509,"American Leadership Academy, West Foothills K-12",Special Education,0,0,0
1001509,"American Leadership Academy, West Foothills K-12",White,23,0,0
1001761,American Leadership Academy of Applied Technologies,All,21,0,0
1001761,American Leadership Academy of Applied Technologies,Black/African American,0,0,0
1001761,American Leadership Academy of Applied Technologies,Female,0,0,0
1001761,American Leadership Academy of Applied Technologies,Foster Care,0,0,0
1001761,American Leadership Academy of Applied Technologies,Hispanic or Latino,0,0,0
1001761,American Leadership Academy of Applied Technologies,Homeless,0,0,0
1001761,American Leadership Academy of Applied Technologies,Income Eligibility 1 & 2,0,0,0
1001761,American Leadership Academy of Applied Technologies,Male,0,0,0
1001761,American Leadership Academy of Applied Technologies,Multiple Races,0,0,0
1001761,American Leadership Academy of Applied Technologies,Special Education,0,0,0
1001761,American Leadership Academy of Applied Technologies,White,13,0,0
10746,Intelli-School - Paradise Valley,All,25,0,0
10746,Intelli-School - Paradise Valley,Black/African American,0,0,0
10746,Intelli-School - Paradise Valley,English Learners,0,0,0
10746,Intelli-School - Paradise Valley,ELFEP14,0,0,0
10746,Intelli-School - Paradise Valley,Female,12,0,0
10746,Intelli-School - Paradise Valley,Foster Care,0,0,0
10746,Intelli-School - Paradise Valley,Hispanic or Latino,12,0,0
10746,Intelli-School - Paradise Valley,Income Eligibility 1 & 2,18,0,0
10746,Intelli-School - Paradise Valley,Male,13,0,0
10746,Intelli-School - Paradise Valley,Multiple Races,0,0,0
10746,Intelli-School - Paradise Valley,Special Education,0,0,0
10746,Intelli-School - Paradise Valley,White,11,0,0
1001763,IntelliSchool Online,All,0,0,0
1001763,IntelliSchool Online,Female,0,0,0
1001763,IntelliSchool Online,Income Eligibility 1 & 2,0,0,0
1001763,IntelliSchool Online,Male,0,0,0
1001763,IntelliSchool Online,White,0,0,0
92270,Benjamin Franklin High School,All,162,0,0
92270,Benjamin Franklin High School,Black/African American,0,0,0
92270,Benjamin Franklin High School,English Learners,0,0,0
92270,Benjamin Franklin High School,ELFEP14,0,0,0
92270,Benjamin Franklin High School,Female,78,0,0
92270,Benjamin Franklin High School,Hispanic or Latino,26,0,0
92270,Benjamin Franklin High School,Income Eligibility 1 & 2,0,0,0
92270,Benjamin Franklin High School,Male,84,0,0
92270,Benjamin Franklin High School,Military,0,0,0
92270,Benjamin Franklin High School,Multiple Races,0,0,0
92270,Benjamin Franklin High School,Special Education,0,0,0
92270,Benjamin Franklin High School,White,121,0,0
5549,Tempe Preparatory Academy,All,57,0,0
5549,Tempe Preparatory Academy,American Indian or Alaska Native,0,0,0
5549,Tempe Preparatory Academy,Asian,0,0,0
5549,Tempe Preparatory Academy,Female,29,0,0
5549,Tempe Preparatory Academy,Hispanic or Latino,12,0,0
5549,Tempe Preparatory Academy,Income Eligibility 1 & 2,0,0,0
5549,Tempe Preparatory Academy,Male,28,0,0
5549,Tempe Preparatory Academy,Multiple Races,0,0,0
5549,Tempe Preparatory Academy,Special Education,0,0,0
5549,Tempe Preparatory Academy,White,30,0,0
89828,Paradise Honors High School,All,166,0,0
89828,Paradise Honors High School,American Indian or Alaska Native,0,0,0
89828,Paradise Honors High School,Asian,0,0,0
89828,Paradise Honors High School,Black/African American,0,0,0
89828,Paradise Honors High School,English Learners,0,0,0
89828,Paradise Honors High School,ELFEP14,0,0,0
89828,Paradise Honors High School,Female,83,0,0
89828,Paradise Honors High School,Hispanic or Latino,35,0,0
89828,Paradise Honors High School,Income Eligibility 1 & 2,21,0,0
89828,Paradise Honors High School,Male,83,0,0
89828,Paradise Honors High School,Military,0,0,0
89828,Paradise Honors High School,Multiple Races,0,0,0
89828,Paradise Honors High School,Special Education,0,0,0
89828,Paradise Honors High School,White,110,0,0
10847,Metropolitan Arts Institute,All,53,0,0
10847,Metropolitan Arts Institute,Asian,0,0,0
10847,Metropolitan Arts Institute,Black/African American,0,0,0
10847,Metropolitan Arts Institute,Female,40,0,0
10847,Metropolitan Arts Institute,Hispanic or Latino,27,0,0
10847,Metropolitan Arts Institute,Male,13,0,0
10847,Metropolitan Arts Institute,Military,0,0,0
10847,Metropolitan Arts Institute,Native Hawaiian or Pacific Islander,0,0,0
10847,Metropolitan Arts Institute,Special Education,0,0,0
10847,Metropolitan Arts Institute,White,19,0,0
10801,Westland School,All,20,0,0
10801,Westland School,ELFEP14,0,0,0
10801,Westland School,Female,0,0,0
10801,Westland School,Hispanic or Latino,11,0,0
10801,Westland School,Income Eligibility 1 & 2,11,0,0
10801,Westland School,Male,0,0,0
10801,Westland School,Multiple Races,0,0,0
10801,Westland School,Special Education,0,0,0
10801,Westland School,White,0,0,0
92637,Westland School Brighton Campus,All,25,0,0
92637,Westland School Brighton Campus,Black/African American,0,0,0
92637,Westland School Brighton Campus,English Learners,0,0,0
92637,Westland School Brighton Campus,ELFEP14,0,0,0
92637,Westland School Brighton Campus,Female,0,0,0
92637,Westland School Brighton Campus,Hispanic or Latino,18,0,0
92637,Westland School Brighton Campus,Homeless,0,0,0
92637,Westland School Brighton Campus,Income Eligibility 1 & 2,0,0,0
92637,Westland School Brighton Campus,Male,0,0,0
92637,Westland School Brighton Campus,Native Hawaiian or Pacific Islander,0,0,0
92637,Westland School Brighton Campus,Special Education,0,0,0
92637,Westland School Brighton Campus,White,0,0,0
10814,"Learning Institute, The",All,34,13,38.2
10814,"Learning Institute, The",American Indian or Alaska Native,0,0,0
10814,"Learning Institute, The",English Learners,0,0,0
10814,"Learning Institute, The",ELFEP14,0,0,0
10814,"Learning Institute, The",Female,14,0,0
10814,"Learning Institute, The",Hispanic or Latino,29,12,41.4
10814,"Learning Institute, The",Homeless,0,0,0
10814,"Learning Institute, The",Income Eligibility 1 & 2,22,0,0
10814,"Learning Institute, The",Male,20,0,0
10814,"Learning Institute, The",Special Education,0,0,0
10814,"Learning Institute, The",White,0,0,0
6395,ASDB - Phoenix Day School for the Deaf,All,0,0,0
6395,ASDB - Phoenix Day School for the Deaf,Female,0,0,0
6395,ASDB - Phoenix Day School for the Deaf,Hispanic or Latino,0,0,0
6395,ASDB - Phoenix Day School for the Deaf,Male,0,0,0
6395,ASDB - Phoenix Day School for the Deaf,Special Education,0,0,0
6395,ASDB - Phoenix Day School for the Deaf,White,0,0,0
10849,Sequoia Secondary School,All,53,0,0
10849,Sequoia Secondary School,American Indian or Alaska Native,0,0,0
10849,Sequoia Secondary School,English Learners,0,0,0
10849,Sequoia Secondary School,ELFEP14,0,0,0
10849,Sequoia Secondary School,Female,29,0,0
10849,Sequoia Secondary School,Hispanic or Latino,33,0,0
10849,Sequoia Secondary School,Homeless,0,0,0
10849,Sequoia Secondary School,Income Eligibility 1 & 2,12,0,0
10849,Sequoia Secondary School,Male,24,0,0
